title,host_is_superhost,neighbourhood,city,state,zipcode,latitude,longitude,property_type,price,has_availability,number_of_reviews
Whole second floor in Ballard 华语没问题,t,Ballard,Seattle,WA,98117,47.67656866951960,-122.39042577857700,House,119.00,t,33
Ballard Cottage,f,Ballard,Seattle,WA,98117,47.67876137685480,-122.3830886150340,House,80.00,t,9
Ballard studio - 85 Walk Score!,f,Ballard,Seattle,WA,98117,47.68344123146370,-122.37758583141300,Apartment,105.00,t,4
Bright Ballard Entertainer,f,Ballard,Seattle,WA,98117,47.67978818181430,-122.38720229220800,House,98.00,t,2
Available for Christmas-Ballard,f,Ballard,Seattle,WA,98115,47.684385945756200,-122.38731790126800,Apartment,99.00,t,3
Private Room Close to Beach,f,Ballard,Seattle,WA,98117,47.67634538462380,-122.39015437100500,House,49.00,t,18
The Ballard Fishermans Bungalow,f,Ballard,Seattle,WA,98117,47.678247195026900,-122.39145461521300,House,90.00,t,6
Private room in Sunny Ballard,f,Ballard,Seattle,WA,98117,47.68192738484210,-122.38996596533900,House,55.00,t,168
Entire Finished Basement in Ballard,f,Ballard,Seattle,WA,98117,47.68274745142260,-122.38947027890500,House,85.00,t,82
Bright by Ballard Bridge & Buses II,f,,Seattle,WA,98117,47.67780640502940,-122.39006967910900,House,46.00,t,0
Deluxe upper bedroom near Ballard,f,Ballard,Seattle,WA,98117,47.683292687601600,-122.387890871714,House,60.00,t,0
Bright by Ballard Bridge and buses!,f,,Seattle,WA,98117,47.67859874087150,-122.3892224190790,House,46.00,t,0
Glam 70's Private Room in Seattle,f,Ballard,Seattle,WA,98117,47.6791867438917,-122.38939949379900,House,69.00,t,10
"Renovated house, chef's kitchen",f,Ballard,Seattle,WA,98117,47.682632764251000,-122.38003166731500,House,75.00,t,1
1-bedroom Mother-in-Law Apartment,f,Ballard,Seattle,WA,98117,47.67598536122490,-122.39236983835600,House,95.00,t,0
Cute private room in Ballard house,f,,Seattle,WA,98117,47.68589429957410,-122.37838172850000,House,55.00,t,10
"Private, Large Room+Bath in Ballard",t,Ballard,Seattle,WA,98117,47.682309277976800,-122.37874966188300,House,90.00,t,115
Cozy Ballard Flat,f,Ballard,Seattle,WA,98117,47.6833084146681,-122.37842789781900,House,49.00,t,4
Bright Ballard Charmer!,f,Ballard,Seattle,WA,98117,47.68134889368990,-122.38847819637900,Apartment,115.00,t,9
Ballard Bliss,f,Ballard,Seattle,WA,98117,47.67782688494260,-122.3901366346650,House,49.00,t,18
Beautiful Craftsman home in Ballard,t,Ballard,Seattle,WA,98117,47.68668747130590,-122.39140079237800,House,220.00,t,12
Amazing Ballard - 85 Walk Score!,f,Ballard,Seattle,WA,98117,47.68282230991350,-122.37711414011400,Apartment,135.00,t,3
Spacious & Private Ballard Basement,f,Ballard,Seattle,WA,98117,47.67613237949540,-122.38789009715400,Apartment,79.00,t,13
Ballard: Walk to Salt Water Beach,f,Ballard,Seattle,WA,98117,47.68804807506790,-122.39230999944400,House,99.00,t,0
Heart of Ballard Craftsman Home,f,Ballard,Seattle,WA,98117,47.67653970620250,-122.38001710277800,House,435.00,t,10
Lovely home in Ballard neighborhood,f,Ballard,Seattle,WA,98117,47.68142459680330,-122.38503894840700,House,110.00,t,4
Modern Ballard Bungalow,f,Ballard,Seattle,WA,98117,47.67748935705020,-122.38300722083400,House,130.00,t,0
Sunny and comfy Ballard home!,f,Ballard,Seattle,WA,98117,47.681318268517000,-122.3907594484360,House,220.00,t,0
Ballard Cottage- Charming Tiny Home,f,Ballard,Seattle,WA,98117,47.67703164673480,-122.38978825845700,House,95.00,t,5
2 Huge Private Rooms + Common Area,t,Ballard,Seattle,WA,98117,47.682112667207500,-122.37863796163000,House,105.00,t,89
Cozy Ballard-ish Bohemian Retreat,t,Ballard,Seattle,WA,98117,47.683096239356600,-122.38488747878800,House,60.00,t,17
The Salmon House,f,Ballard,Seattle,WA,98117,47.67865724346280,-122.38596319316100,House,250.00,t,0
Loyal Heights Guest House,t,Ballard,Seattle,WA,98117,47.68507273116710,-122.3926185578980,House,130.00,t,32
"Large, private studio in Ballard",f,Ballard,Seattle,WA,98117,47.684777216258300,-122.38023362420300,House,95.00,t,4
Cozy Ballard Apartment,f,Ballard,Seattle,WA,98117,47.67890136088440,-122.38186327463000,House,75.00,t,64
Ballard Backyard RV,f,Ballard,Seattle,WA,98117,47.68128761190240,-122.37718112724700,Camper/RV,75.00,t,16
2 Bdrm+ 2 Lofts Apt. Airconditioned,t,,Seattle,WA,98107,47.67639620828040,-122.38969592254800,House,265.00,t,23
Cozy Studio Apartment,t,Ballard,Seattle,WA,98117,47.68115961660950,-122.3849032080100,Apartment,105.00,t,72
Seattle urban farm-like home for su,f,Ballard,Seattle,WA,98117,47.678133546271300,-122.38719706284200,House,100.00,t,2
Charming Craftsman in Ballard,f,Ballard,Seattle,WA,98117,47.67736446131170,-122.39064118020000,House,175.00,t,10
Ballard Backyard Bungalow,f,Ballard,Seattle,WA,98117,47.680358811123500,-122.38547722159200,Bungalow,65.00,t,5
"BALLARD,WA CHARMING-COZY-PRIVATE",t,Ballard,Seattle,WA,98117,47.68088095768350,-122.38222538573500,House,99.00,t,55
Cute house in Ballard,f,,Seattle,WA,98117,47.68718043489560,-122.37775508612600,House,150.00,t,7
1BR Ballard Apartment with Hot Tub,f,Ballard,Seattle,WA,98117,47.68289384178320,-122.3833530813660,Apartment,299.00,t,0
"Ballard, Seattle Sunny Bedroom",f,Ballard,Seattle,WA,98117,47.681835453673400,-122.37890289259400,House,45.00,t,13
Simple private room near downtown,f,Ballard,Seattle,WA,98117,47.676535698330000,-122.3927758360170,House,47.00,t,38
Spacious room,f,Ballard,Seattle,WA,98117,47.68108977502810,-122.37790318655200,Apartment,38.00,t,2
New Ultramodern Townhouse - Ballard,f,Ballard,Seattle,WA,98117,47.686169731685400,-122.37724756911900,Townhouse,150.00,t,11
Ballard  Bungalow - Basement,f,Ballard,Seattle,WA,98117,47.67916479085140,-122.3918982896520,House,80.00,t,3
Private Room & Bath in Ballard!,f,Ballard,Seattle,WA,98117,47.67710276580580,-122.37739237674300,Townhouse,69.00,t,6
Private Suite in Charming Ballard,f,Ballard,Seattle,WA,98117,47.677131772530400,-122.37791844249900,House,89.00,t,86
Comfortable private bedroom & bath,f,Ballard,Seattle,WA,98117,47.67655779162950,-122.388556377128,Condominium,70.00,t,2
Fun house in the heart of Lake City,f,,Seattle,WA,98125,47.712328858417200,-122.30100311602300,House,40.00,t,0
Light-filled Spacious Garden Studio,t,Victory Heights,Seattle,WA,98125,47.712468272034700,-122.30705874794100,House,106.00,t,19
A one-bedroom condo ,f,Victory Heights,Seattle,WA,98125,47.718619177950600,-122.2983693514640,Apartment,100.00,t,11
Secluded Setting in North Seattle,f,Victory Heights,Seattle,WA,98115,47.70145299503430,-122.30822499944100,House,60.00,t,23
Old Growth in the City,f,Victory Heights,Seattle,WA,98125,47.71089867119820,-122.31187606074100,House,70.00,t,4
Secluded Setting in North Seattle,f,Victory Heights,Seattle,WA,98115,47.701220599278100,-122.30814969770600,House,50.00,t,20
Convenient room with exclusive bath,f,Victory Heights,Seattle,WA,98125,47.716248790408000,-122.31181061702700,Apartment,45.00,t,29
Kale Garden Apt & Patios 1-Price/2,t,,Seattle,WA,98125,47.707638203751100,-122.31074488469600,Apartment,119.00,t,9
Pianists Dream - 9' Steinway Grand,f,Victory Heights,Seattle,WA,98125,47.71328236580250,-122.30295079554100,House,200.00,t,1
Private Cozy Cabin w/Kitchen & Bath,f,Victory Heights,Seattle,WA,98125,47.717053268813300,-122.3028379909810,House,65.00,t,106
Sunny guest room,f,Victory Heights,Seattle,WA,98125,47.704878803045100,-122.30958246961200,House,50.00,t,7
"Northgate - Large, Private, Comfy",f,Victory Heights,Seattle,WA,98125,47.712585796760700,-122.31070411655700,House,60.00,t,4
Spacious bedroom near UW & parking,f,Victory Heights,Seattle,WA,98125,47.716547559409900,-122.29819480963500,Apartment,60.00,t,2
Charming Natural Home in N. Seattle,f,Victory Heights,Seattle,WA,98125,47.71230538533760,-122.31148570628100,House,129.00,t,6
"Cheerful, quiet cottage",t,Victory Heights,Seattle,WA,98125,47.70197726300120,-122.30506696793900,House,68.00,t,16
A Quiet Room in a House by the Lake,f,Mathews Beach,Seattle,WA,98115,47.694971832165100,-122.27748148373400,House,60.00,t,9
Peaceful NE Seattle guest room,t,Mathews Beach,Seattle,WA,98125,47.70638974062460,-122.28074562168600,House,51.00,t,106
Quiet room in Northeast Seattle,f,Mathews Beach,Seattle,WA,98125,47.70505900461620,-122.2809825409230,House,50.00,t,0
Charming Home with spacious deck...,f,Mathews Beach,Seattle,WA,98115,47.69454685193040,-122.2765862531730,House,150.00,t,12
Matthews Beach Seattle ,f,Mathews Beach,Seattle,WA,98115,47.69333124289890,-122.27430912483600,House,125.00,t,23
Urban Cottage by the Lake ,f,Mathews Beach,Seattle,WA,98115,47.70245476952100,-122.2764194797340,House,119.00,t,37
Mathew's Beach -  Sunny Guest Suite,f,Mathews Beach,Seattle,WA,98115,47.702493452134200,-122.27743035074800,House,87.00,t,26
Spacious 1 BR house near UW & lake,f,,Seattle,WA,98115,47.698169767742900,-122.27530868859700,House,130.00,t,3
Ground Floor unit on Lake Washingon,f,Mathews Beach,Seattle,WA,98115,47.69911331745360,-122.2730056506550,Apartment,80.00,t,0
Serene Apartment In Matthews Beach,f,Mathews Beach,Seattle,WA,98115,47.700325544609800,-122.27788993915200,Apartment,65.00,t,0
Mathews Beach House,f,Mathews Beach,Seattle,WA,98115,47.69523394777540,-122.27264663470700,House,250.00,t,12
Charming Seattle Lake View House,f,Cedar Park,Seattle,WA,98125,47.71691760120690,-122.28316937676200,House,159.00,t,6
A Quiet Room in a House by the Lake,f,Mathews Beach,Seattle,WA,98115,47.69424173749820,-122.27724644053700,House,60.00,t,14
Mathews Beach Mother in Law Suite,f,Mathews Beach,Seattle,WA,98125,47.70439930875980,-122.28911850770000,Apartment,91.00,t,5
Million Dollars View of Lake of WA,f,Mathews Beach,Seattle,WA,98125,47.71316886386520,-122.27957884784900,House,125.00,t,0
Be at Home in Seattle,f,Mathews Beach,Seattle,WA,98115,47.69902653627110,-122.28452741869500,House,43.00,t,5
"peaceful, cozy M-I-L apt.by Lake WA",f,Mathews Beach,Seattle,WA,98115,47.69516920833030,-122.27521016844600,Apartment,68.00,t,7
NE Seattle Private Entry Studio!,f,Mathews Beach,Seattle,WA,98125,47.70648991889950,-122.27916445218600,House,70.00,t,2
Architectural Retreat near U of W,t,Mathews Beach,Seattle,WA,98115,47.701091347564600,-122.27530629259200,House,252.00,t,32
"Detached bedroom, bath in Ballard",t,Ballard,Seattle,WA,98117,47.68402967400610,-122.37408622258300,House,71.00,t,175
Browns House Guest Apt. in Ballard,f,Ballard,Seattle,WA,98117,47.683940881288700,-122.37304553256500,Apartment,99.00,t,146
Charming 1940 Ballard House,t,Ballard,Seattle,WA,98117,47.67959073237750,-122.37001012252000,House,140.00,t,19
Quaint Ballard Bungalow,t,Ballard,Seattle,WA,98117,47.68073450285210,-122.37183835130100,House,105.00,t,24
Open Modern Suite w/ Loft - Ballard,f,Ballard,Seattle,WA,98117,47.68514928756050,-122.37637643633100,Loft,115.00,t,13
Private Bed & Bath in Ballard,f,Ballard,Seattle,WA,98117,47.678605473019400,-122.37404563655300,Townhouse,60.00,t,0
"Piano, 2 bedrooms, REAL BEDS!!",f,Ballard,Seattle,WA,98117,47.683094029694600,-122.3713839227010,House,125.00,t,22
Cozy Basement Apartment in Ballard,t,Greenwood,Seattle,WA,98117,47.68854019098800,-122.36681160099300,Apartment,90.00,t,39
Hummingbird House in Ballard,f,Ballard,Seattle,WA,98117,47.68366488063720,-122.37085780739000,House,150.00,t,4
Charming Craftsman in Ballard,f,Ballard,Seattle,WA,98117,47.68702260912780,-122.37321146395600,House,200.00,t,1
Modern & New MIL Apt. in N. Ballard,t,Ballard,Seattle,WA,98117,47.686489527587300,-122.36846188385200,Apartment,135.00,t,18
"Large room, bed, desk, shared bath",f,Crown Hill,Seattle,WA,98117,47.69024708352700,-122.36962888176500,House,35.00,t,7
Modern Luxury home in Ballard,f,Ballard,Seattle,WA,98117,47.67969204721210,-122.36929260099300,House,400.00,t,0
Cozy Hip Vintage MIL Apt in Ballard,t,Ballard,Seattle,WA,98117,47.677208647625500,-122.36969568655500,Apartment,115.00,t,119
daylight basement room,f,Ballard,Seattle,WA,98117,47.67685555853760,-122.36711708325300,House,86.00,t,13
Bright Ballard Home,f,Ballard,Seattle,WA,98117,47.676632376023000,-122.36679241991400,House,150.00,t,5
Modern Townhouse + Studio w/ Loft,f,,Seattle,WA,98117,47.68713311470200,-122.37630760672900,House,225.00,t,5
Industrial Chic Ensuite Cottage,t,Ballard,Seattle,WA,98117,47.68800610296520,-122.36955980039400,House,118.00,t,30
Ballard dog-friendly private space,f,Ballard,Seattle,WA,98117,47.68891704592610,-122.37586424609700,House,58.00,t,85
Beautiful Townhouse in Ballard,f,Ballard,Seattle,WA,98117,47.67763444114480,-122.37543330985400,House,375.00,t,18
Dog Friendly Mother n law n Ballard,f,Ballard,Seattle,WA,98117,47.67991670225660,-122.36710691527700,Apartment,89.00,t,24
Adorable Mother-in-Law Cottage,f,Ballard,Seattle,WA,98117,47.68345242212880,-122.37618020171400,Apartment,80.00,t,8
"Great Location, Friendly and Clean!",t,,Seattle,WA,98107,47.67728571845610,-122.37463123385000,Apartment,65.00,t,9
Ballard Backyard Cottage,t,Ballard,Seattle,WA,98117,47.679090066005900,-122.36967468550500,House,115.00,t,82
Private Floor in Ballard Craftsman,f,Ballard,Seattle,WA,98117,47.67980166298030,-122.37506958854700,House,69.00,t,38
"Beautiful, Quiet, Friendly Ballard",t,Ballard,Seattle,WA,98117,47.67941168994690,-122.3705396261050,House,75.00,t,404
Lovely Guest Room in Artist's Abode,t,Meadowbrook,Seattle,WA,98125,47.70920228619520,-122.29790107736600,House,47.00,t,34
Perfect Private Room,f,Meadowbrook,Seattle,WA,98115,47.698710075794700,-122.29575835087300,House,50.00,t,0
Meadowbrook Retreat in Seattle,t,Meadowbrook,Seattle,WA,98115,47.698905720996600,-122.29222015865200,House,80.00,t,47
Sanctuary Room in Artist's Abode,t,Meadowbrook,Seattle,WA,98125,47.70935147011540,-122.2979748746460,House,60.00,t,4
Modern Asian Peace Retreat,t,Meadowbrook,Seattle,WA,98125,47.71125212632590,-122.29403938927500,House,55.00,t,26
The Happy House-Seattle Urban Oasis,t,Meadowbrook,Seattle,WA,98125,47.70919879426470,-122.30004557945900,House,250.00,t,30
Tiny House in Seattle,f,Meadowbrook,Seattle,WA,98125,47.713480233161300,-122.29378743388400,House,89.00,t,5
Tiny House in Wedgwood,f,Meadowbrook,Seattle,WA,98115,47.69854662571060,-122.29344986542500,Cabin,68.00,t,1
Urban AsianOasis MidCentury ModHome,f,Meadowbrook,Seattle,WA,98125,47.71102512714910,-122.29332606848800,House,189.00,t,0
Great room with a gorgeous view.,f,North Admiral,West Seattle,WA,98126,47.588695726625600,-122.38015011850600,Apartment,130.00,t,20
Single and Sunny in Seattle,f,,Seattle,WA,98125,47.72299888677900,-122.30346221642200,House,35.00,t,2
Cozy 1BR/BT in Seattle free parking,f,Olympic Hills,Seattle,WA,98125,47.72049288585190,-122.30002676452900,House,55.00,t,86
Private room  at North Seattle,f,Olympic Hills,Seattle,WA,98125,47.73208714730460,-122.3097813246220,House,65.00,t,4
Simple Room in Serene North Seattle,f,Olympic Hills,Seattle,WA,98125,47.72855615329440,-122.2981587295540,House,42.00,t,3
Sun Drenched in Seattle,f,,Seattle,WA,98125,47.72323034005440,-122.30373182618700,House,55.00,t,10
Spacious bedroom in family home,f,Olympic Hills,Seattle,WA,98125,47.72784611796750,-122.30382586710100,House,80.00,t,0
2nd room in Private Home! Enjoy!,f,Olympic Hills,Seattle,WA,98125,47.725210016784700,-122.30192634361600,House,56.00,t,15
Small but comfy room in family home,f,Olympic Hills,Seattle,WA,98125,47.72654063346950,-122.30424930417800,House,50.00,t,4
"One Bedroom Apartment, Two Beds",f,Olympic Hills,Seattle,WA,98125,47.721562809590300,-122.30767046180500,House,93.00,t,19
1st Room in Entire House! Relaxing!,f,Olympic Hills,Seattle,WA,98125,47.72588166110290,-122.30106314614100,House,54.00,t,11
Peaceful garden Home,t,,Seattle,WA,98125,47.72991354475560,-122.30963047249400,House,240.00,t,10
Cabin meets Urban in North Seattle,f,Olympic Hills,Seattle,WA,98125,47.72776456053780,-122.2988422490680,House,62.00,t,42
Room & bath in suburban N Seattle,f,Olympic Hills,Seattle,WA,98125,47.73060394505560,-122.29716544042700,House,40.00,t,0
Cozy modern bedroom in family home,f,Olympic Hills,Seattle,WA,98125,47.72702562722360,-122.30427446374600,House,72.00,t,1
Welcoming & Refined Garden Apt.,f,Olympic Hills,Seattle,WA,98125,47.72043752479440,-122.30858457320100,Apartment,95.00,t,3
Sunny & Simple in Seattle,f,,Seattle,WA,98125,47.72202231545860,-122.30364107527300,House,53.00,t,24
Private room in Eco Townhouse,f,Roosevelt,Seattle,WA,98115,47.68845888343080,-122.31030209267900,Townhouse,65.00,t,2
Newly Renovated Apartment,t,Roosevelt,Seattle,WA,98115,47.67736819429510,-122.31487292077100,House,80.00,t,41
Spacious Green Lake Suite,t,Roosevelt,Seattle,WA,98115,47.68039039397950,-122.31867561557900,House,105.00,t,23
Roosevelt Third Floor Room,t,,Seattle,WA,98115,47.68308054924100,-122.31536249025800,Townhouse,40.00,t,1
Charming 2BD Mapleleaf Condo,f,Roosevelt,Seattle,WA,98115,47.68790176927500,-122.32384593878200,Apartment,93.00,t,11
Cozy Basement Unit,f,Roosevelt,Seattle,WA,98115,47.67575893307650,-122.31912137318700,Apartment,76.00,t,0
Private Room in Roosevelt,f,Roosevelt,Seattle,WA,98115,47.67647779457800,-122.31970707153400,House,100.00,t,6
Master bedroom beautiful comfy home,f,,seattle,wa,98115,47.68900048967350,-122.31827432813000,House,105.00,t,0
Sunrise in Seattle Master Suite,f,Roosevelt,Seattle,WA,98115,47.68725100864710,-122.313130273865,House,82.00,t,35
Near UW and Green Lake,f,Ravenna,Seattle,WA,98115,47.68332737252480,-122.31222676825900,House,209.00,t,7
"MIL near shops, parks, transit & UW",t,,Seattle,WA,98115,47.67454018986320,-122.31569226682600,Apartment,109.00,t,18
Ravenna/Roosevelt Roost,f,Roosevelt,Seattle,WA,98115,47.67432058812670,-122.31314586273700,Apartment,110.00,t,12
Cute Basement Apartment,f,Ravenna,Seattle,WA,98115,47.68336379408490,-122.31146741199700,House,"1,000.00",t,1
Sunny spot in Maple Leaf!,f,Roosevelt,Seattle,WA,98115,47.68834446770540,-122.32241098399700,Apartment,60.00,t,0
Chic craftsman apartment,f,Roosevelt,Seattle,WA,98115,47.68511442487390,-122.31830485867300,Apartment,80.00,t,4
Spacious Studio Apartment w/Kitchen,f,Roosevelt,Seattle,WA,98115,47.68886776337720,-122.30989353253400,Apartment,90.00,t,0
Modern Greenlake house on Roosevelt,f,Roosevelt,Seattle,WA,98115,47.6773292180147,-122.31783874206800,House,125.00,t,1
1bdrm Ravenna/Greenlake/Udistrict,f,University District,Seattle,WA,98105,47.67203329203680,-122.31361672415100,Apartment,110.00,t,0
Bungalow-Style Maple Leaf Home,f,Roosevelt,Seattle,WA,98115,47.688410320598300,-122.31731748310900,House,86.00,t,1
"Cozy, sunny, second floor duplex",f,Roosevelt,Seattle,WA,98115,47.67452884781280,-122.31452033504500,House,165.00,t,0
"""Home away from Home"" a great spot",f,Roosevelt,Seattle,WA,98115,47.678572995652100,-122.31337910413600,House,149.00,t,103
1BD/1BA Ravenna/Maple Leaf Studio,f,Roosevelt,Seattle,WA,98115,47.684308990858100,-122.31310665674500,Apartment,84.00,t,1
115 year old cottage in Roosevelt,f,Roosevelt,Seattle,WA,98115,47.67734736215910,-122.31495840765100,House,139.00,t,23
Shared Roosevelt Room,t,Roosevelt,Seattle,WA,98115,47.68527201549860,-122.31755117145900,Townhouse,33.00,t,18
Charming 1 BR Roosevelt Apartment,t,Roosevelt,Seattle,WA,98115,47.67489522501080,-122.31379975104000,Apartment,129.00,t,16
We own chickens!,f,Roosevelt,Seattle,WA,98115,47.68159649744590,-122.31840255188000,House,59.00,t,3
Master Bedroom Suite (2 rooms),f,Roosevelt,Seattle,WA,98115,47.68627137919130,-122.30964648946100,Bed & Breakfast,90.00,t,28
Stylish Craftsman House - Ravenna!,f,Roosevelt,Seattle,WA,98115,47.672456469179200,-122.31575113039700,House,150.00,t,0
